id_usuario,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino
351657,2738,MONROE,Plaza Palermo Viejo
370751,1857,Villa Urquiza,Fitz Roy
192120,1710,Plaza Italia,Aranguren
374680,2593,Parque José Evaristo Uriburu,Lavalle
594255,2487,Parque Las Heras,Club Ciudad de Buenos Aires
300543,1392,LARREA Y BARTOLOMÉ MITRE,PLAZA 24 DE SEPTIEMBRE
141036,1083,PUEYRREDÓN,Lavalle
130822,1048,Parque Centenario,Armenia
281464,1062,ESTADOS UNIDOS Y BOEDO,ONCE II
169961,820,ECHEVERRIA,Tronador
341046,1177,Carlos Gardel,PLAZA BENITO NAZAR
488004,906,Constitución,Plazoleta Colombia
403218,453,9 de Julio,Constitución
664997,1007,RAVIGNANI Y GUATEMALA,MONROE
162641,1713,HOSPITAL ALEMÁN,Hipólito Yrigoyen
505281,1106,Venancio Flores,Venancio Flores
431569,4648,Venancio Flores,RIGLOS
471915,623,PLAZA 24 DE SEPTIEMBRE,YATAY
394952,480,PLAZA ALBERTI,QUINTEROS LIDORO
223847,1333,Parque Lezama,ESMERALDA
198655,1127,QUINTEROS LIDORO,QUINTEROS LIDORO
602249,486,Armenia,Plaza Palermo Viejo
382270,348,Club Ciudad de Buenos Aires,MONTAÑESES
404628,647,Retiro I,Barrio 31
328735,1830,Armenia y Gorriti,Godoy Cruz y Libertador
467512,1603,FACULTAD DE DERECHO,ALSINA
323759,14706,Jorgelina De Simone,Estados Unidos
411125,1136,General Urquiza,Ecuador
611619,1216,San Jose de Flores,Las Victorias
597120,1550,PERÓN Y ACUÑA DE FIGUEROA,Arenales
263201,3779,Plaza Alemania,Donato Alvarez
170295,483,ESTADOS UNIDOS Y BOEDO,DON BOSCO
628363,181,Armenia y Gorriti,Armenia y Gorriti
149618,1900,PUEYRREDÓN,Acuña de Figueroa
263883,873,SIMON BOLIVAR,Venancio Flores
231617,51,Malabia,Malabia
387194,1532,Plaza Alemania,Solar de la Abadía
370751,1305,Villa Urquiza,Fitz Roy
273602,1712,Matienzo Y Arce,Plaza Rafael Hernandez
156312,1388,Parque Centenario,Acevedo
166131,748,SAN MIGUEL DE GARICOITS,Plaza Zapiola
142082,3918,Paraná,Diagonal Norte
670689,1340,Julián Álvarez,Paraná
242891,495,Plaza Guemes,Armenia y Gorriti
236751,1389,GARCIA DEL RIO,ECHEVERRIA
293977,1011,PLAZA MONSEÑOR MIGUEL DE ANDREA,Pacifico
335334,57,ESTADOS UNIDOS Y BOEDO,ESTADOS UNIDOS Y BOEDO
483483,1262,Humahuaca,Parque Centenario
180039,1894,Usina del Arte,JUAN MANUEL DE BLANES
194627,597,Uruguay,Catedral
587767,2691,General Urquiza,QUINTEROS LIDORO
150444,598,Estados Unidos,ESMERALDA
388341,1542,Fitz Roy,Plaza Italia
197409,1432,Villa Urquiza,VILLARROEL
202262,1691,Usina del Arte,Usina del Arte
276466,897,AUSTRIA Y FRENCH,Godoy Cruz y Libertador
188200,2285,Hipólito Yrigoyen,Plaza J.J. Paso
192025,2088,Estados Unidos,Armenia
313642,277,Fleni,QUINTEROS LIDORO
283222,6404,Parque Lezama,Parque Lezama
618236,1978,Matienzo Y Arce,CENTRO DE EXPOSICIONES
306695,870,MONTAÑESES,Matienzo Y Arce
611673,1152,Plaza Zapiola,Solar de la Abadía
596221,1214,UADE,HOSPITAL ALEMÁN
222827,39,Plaza Bruno Giordano,Plaza Bruno Giordano
229459,582,Ministerio de Justicia y Seguridad,Plazoleta Colombia
592137,1002,GÚZMAN,Armenia y Gorriti
158948,4645,Plaza Primero de Mayo,Pasco
371422,1748,BARRANCAS DE BELGRANO,Hospital Rivadavia
229752,1700,Plaza Gurruchaga,JUNCAL
411305,967,Acevedo,Guatemala
385478,226,QUINTEROS LIDORO,MONTAÑESES
443636,747,Congreso,VIRREY CEVALLOS
158974,423,Plaza República de Ecuador,Matienzo Y Arce
625782,1448,Villa Urquiza,Villa Urquiza
393281,57,Plaza Guemes,Plaza Guemes
525376,1460,Paraná,RODRIGO BUENO
291658,571,SAN MARTIN,Donato Alvarez
230852,952,Balbín,Villa Urquiza
168508,387,Distrito Audiovisual,VILLARROEL
288890,533,FACULTAD DE INGENERIA,PARQUE DEL BAJO
149545,323,Armenia,F.J.Santamaria de Oro
199983,597,Galicia,SAN MARTIN
360641,1881,Godoy Cruz y Libertador,PLAZA BOLIVIA
503477,1789,PLAZA MONSEÑOR MIGUEL DE ANDREA,ESTADOS UNIDOS Y BOEDO
544904,535,SAN MIGUEL DE GARICOITS,Distrito Audiovisual
170902,4457,Villa Urquiza,Plaza Zapiola
587783,1865,Puan,Puan
279773,2052,Humahuaca,Plaza J.J. Paso
169125,838,Billinghurst,Ecoparque
586702,741,Solar de la Abadía,PLAZA ALBERTI
468076,784,Venancio Flores,Plaza Irlanda
168337,1347,MANZANA 66,BRASIL
563229,649,Distrito Audiovisual,Plaza J.J. Paso
160087,1505,Club Ciudad de Buenos Aires,Club Ciudad de Buenos Aires
174564,1973,Acuña de Figueroa,Ecoparque
259410,1794,SIMON BOLIVAR,Jose Maria Moreno
362370,1663,Plaza Zapiola,Donato Alvarez
217398,2559,CULPINA,YATAY
592390,1465,F.J.Santamaria de Oro,Balbín
252184,776,Plaza Roma,VERA PEÑALOZA
269458,408,BRASIL,HOSPITAL ARGERICH
629679,2236,Armenia y Gorriti,BARRANCAS DE BELGRANO
555332,310,Plaza Francisco Ramirez,GARCIA DEL RIO
454006,3700,General Urquiza,Las Victorias
477504,466,Club Ciudad de Buenos Aires,PLAZA ALBERTI
377559,428,Parque Las Heras,MALBA
284607,1003,La Pampa,TRONADOR Y GARCÍA DEL RÍO
199485,5106,Velasco,Billinghurst
174060,900,UGARTECHE,ARAOZ
656053,823,Lavalle,Cementerio de Recoleta
320509,2571,SAN MARTIN,SAN MARTIN
200412,1692,Ecoparque,Parque Las Heras
144177,67,Plaza Italia,Plaza Italia
391813,7738,Federico Lacroze,Godoy Cruz y Libertador
213875,1554,Billinghurst,PLAZA MONSEÑOR MIGUEL DE ANDREA
131925,4150,Armenia y Gorriti,Jose Maria Moreno
273483,981,Plaza Bruno Giordano,Velasco
408482,533,Ministerio de Economia,VERA PEÑALOZA
231617,1441,ARAOZ,MONROE
371994,1719,CERRITO,Parque Patricios
508803,1044,MACACHA GUEMES,Madero Office
168028,240,CARLOS CALVO,CARLOS CALVO
456543,1379,GAINZA,Carlos Gardel
343286,1621,Pacifico,Plaza Gurruchaga
409295,1832,Uruguay,Godoy Cruz y Libertador
140604,2980,San Jose de Flores,Puan
613396,425,MONROE,TRONADOR Y GARCÍA DEL RÍO
385443,515,ONCE II,DON BOSCO
435434,727,CORRIENTES,CERRITO
213510,1578,INSTITUTO  LELOIR,HOSPITAL ALEMÁN
244362,610,Jose Maria Moreno,RIGLOS
502697,908,Godoy Cruz y Libertador,Armenia
492313,2609,Malabia,Malabia
179577,3981,JULIETA LANTERI,JULIETA LANTERI
419869,1150,Ministerio de Justicia y Seguridad,Independencia
593386,2300,Pacifico,General Urquiza
529289,1917,Armenia y Gorriti,Plaza J.J. Paso
588976,462,PERÓN Y ACUÑA DE FIGUEROA,Armenia y Gorriti
208844,882,General Urquiza,JUNCAL
169773,532,Suipacha,FACULTAD DE DERECHO
241828,377,25 De Mayo,Ministerio de Economia
330699,2383,Balbín,GARCIA DEL RIO
157254,277,Reconquista,RETIRO II
293428,1040,Federico Lacroze,Plaza Guemes
485742,1603,RAVIGNANI Y GUATEMALA,Paraná
519083,671,ARAOZ,Billinghurst
385443,1167,MALBA,Parque Las Heras
228542,3930,ESPINOSA,ESPINOSA
244860,491,Ayacucho,Plaza Vicente Lopez
304286,1087,RIGLOS,Parque Centenario
181522,1199,VERA PEÑALOZA,Reconquista
467649,569,Constitución,Congreso
243865,1144,Peña,General Urquiza
345288,1259,Reconquista,CERRITO
339423,1498,Federico Lacroze,Plaza Rafael Hernandez
520582,3572,Parque Las Heras,Billinghurst
274128,318,CASA SAN,Plazoleta Colombia
170976,532,CASA SAN,Parque Lezama
149181,1486,Malabia,Plaza Bruno Giordano
426779,974,ECHEVERRIA,Distrito Audiovisual
176867,1315,PLAZA BENITO NAZAR,CULPINA
566398,1120,Ruy Díaz de Guzmán,CARLOS CALVO
469726,12927,JUAN MANUEL DE BLANES,Ministerio de Justicia y Seguridad
217625,778,25 De Mayo,Uruguay
320007,1661,Matienzo Y Arce,Plaza República de Ecuador
628306,4289,MALBA,General Urquiza
302544,1780,DOBLAS,Parque Centenario
576959,6059,PLAZA ALBERTI,BARRANCAS DE BELGRANO
671025,829,Plaza Marcos Sastre,ECHEVERRIA
575762,606,AUSTRIA Y FRENCH,Facultad de Medicina
624516,996,Ministro Carranza,Armenia y Gorriti
136474,1784,Godoy Cruz y Libertador,Diagonal Norte
231802,1571,ECHEVERRIA,ECHEVERRIA
419595,805,Malabia,Parque Centenario
563225,2402,Velasco,SIMON BOLIVAR
385805,415,Madero Office,RETIRO II
451748,2408,ARENALES Y AGUERO,Arenales
138614,1653,AZUCENA VILLAFLOR,MEXICO
666225,394,HOSPITAL GARRAHAN,Constitución
615970,1750,Peña,JULIETA LANTERI
180931,2250,QUINTEROS LIDORO,Plaza Francisco Ramirez
597704,807,Paraná,MANZANA 66
476073,585,LARREA Y BARTOLOMÉ MITRE,MEXICO
199776,713,Plaza Marcos Sastre,Plaza Zapiola
390927,326,Godoy Cruz y Libertador,Plaza República de Ecuador
320702,1802,Ecuador,Ecuador
164023,740,Julián Álvarez,Cabello
606705,803,SIMON BOLIVAR,Plaza Irlanda
470659,279,Paraná,Pasteur
462558,768,Plaza Gurruchaga,RAVIGNANI Y GUATEMALA
461401,1829,PLAZA BOLIVIA,YATAY
536324,1228,Plaza Francisco Ramirez,BARRANCAS DE BELGRANO
188946,1036,POSADAS,Godoy Cruz y Libertador
351602,808,Plaza Guemes,Velasco
376063,1541,RIGLOS,RIGLOS
671404,2675,HOSPITAL DE CLÍNICAS,DON BOSCO
331924,314,Colonia Express,HOSPITAL ARGERICH
506662,1018,Villa Urquiza,Federico Lacroze
200224,843,Plaza Bruno Giordano,Plaza Irlanda
422524,542,DON BOSCO,HOSPITAL ITALIANO
276675,335,ESPINOSA,PLAZA BENITO NAZAR
389345,885,Coronel Diaz,Ecoparque
318225,54,Villa Urquiza,Villa Urquiza
168125,1447,ESPINOSA,GAINZA
265200,798,Plaza Primero de Mayo,Pedro Echague
668397,794,Ecuador,MARCELO T. DE ALVEAR
266861,1784,Urquiza y Rondeau,Parque Patricios
286357,4265,Plazoleta Colombia,ESMERALDA
520193,1687,Billinghurst,Billinghurst
487746,1204,RAVIGNANI Y GUATEMALA,Plaza Zapiola
370751,1885,Villa Urquiza,Fitz Roy
352187,1283,GARCIA DEL RIO,GARCIA DEL RIO
591531,3244,Cementerio de Recoleta,Peña
173213,1144,Villa Urquiza,PLAZA ALBERTI
265696,1621,Ayacucho,Humahuaca
271251,1148,FACULTAD DE DERECHO,Plaza República de Ecuador
160449,2793,Billinghurst,Madero Office
169068,371,HOSPITAL GARRAHAN,Hospital Britanico
497932,3773,Parque José Evaristo Uriburu,Parque Patricios
175167,426,MALBA,General Urquiza
156088,1168,BILLINGHURST Y MANSILLA,MARCELO T. DE ALVEAR
304599,1847,PLAZA NORUEGA,UGARTECHE
455787,1863,Parque Centenario,Parque Centenario
665009,317,QUINTEROS LIDORO,PLAZA ALBERTI
392525,1480,PLAZA BOLIVIA,PLAZA BOLIVIA
427520,1724,RAVIGNANI Y GUATEMALA,Ecuador
155721,298,Plaza Primero de Mayo,MANZANA 66
184535,2559,PLAZA BENITO NAZAR,PLAZA NORUEGA
166972,290,PARQUE DEL BAJO,ADUANA
252242,1470,DOBLAS,BILLINGHURST Y MANSILLA
369249,479,Constitución,Pedro Echague
198274,764,Galicia,PLAZA 24 DE SEPTIEMBRE
352187,1314,GARCIA DEL RIO,GARCIA DEL RIO
502267,694,Retiro I,Barrio 31
603923,1317,PERÓN Y ACUÑA DE FIGUEROA,PLAZA NUEVA POMPEYA
507241,909,Federico Lacroze,Plaza Irlanda
154414,1098,Plaza Italia,Plazoleta Rafael del Riego
516166,22901,CULPINA,San Jose de Flores
609774,1208,ESMERALDA,ARAOZ
171698,1034,HUMBERTO 1°,LARREA Y BARTOLOMÉ MITRE
177975,1434,SAN MIGUEL DE GARICOITS,Carlos Gardel
600716,575,Congreso,Constitución
640017,904,Legislatura,VERA PEÑALOZA
288188,1309,ONCE,HUMBERTO 1°
208844,1837,Plaza Alemania,Plaza República de Ecuador
358607,892,SAN MIGUEL DE GARICOITS,RAVIGNANI Y GUATEMALA
250531,737,Uruguay,Ecuador
485138,1140,Ayacucho,Humahuaca
353240,1515,PLAZA 24 DE SEPTIEMBRE,Ecoparque
200440,395,Plaza Libertad,Montevideo
656138,24295,Guayaquil,Jose Maria Moreno
475881,2969,Jorgelina De Simone,Jorgelina De Simone
166755,1943,Puan,LARREA Y BARTOLOMÉ MITRE
534364,1950,Ministro Carranza,Ministro Carranza
268408,1061,DON BOSCO,Parque Centenario
666223,1224,Guatemala,SAN MIGUEL DE GARICOITS
368842,425,MALBA,FACULTAD DE DERECHO
536070,2199,Facultad de Medicina,Quintino Bocayuva
398376,1078,Peña,UGARTECHE
663227,235,Legislatura,9 de Julio
137872,828,Plazoleta Colombia,Parque Patricios
371066,967,Parque Centenario,Parque Centenario
167120,659,Humahuaca,Parque Centenario
167023,412,HOSPITAL ARGERICH,Ministerio de Justicia y Seguridad
414543,546,Montevideo,RIOBAMBA
263383,1006,Plaza Alemania,Billinghurst
311032,1289,PLAZA NUEVA POMPEYA,PLAZA NUEVA POMPEYA
174432,375,MEXICO,Plaza Primero de Mayo
383959,1091,VIRREY CEVALLOS,HOSPITAL ITALIANO
643879,633,ESTADOS UNIDOS Y BOEDO,CARLOS CALVO
506862,1104,Chile,CASA SAN
272923,1506,Avelino Diaz,Avelino Diaz
419211,3116,Malabia,FACULTAD DE INGENERIA
395335,374,PRIMERA JUNTA,Hipólito Yrigoyen
263946,431,Donato Alvarez,ESPINOSA
303366,777,Plaza Francisco Ramirez,Balbín
576296,1523,QUINTEROS LIDORO,QUINTEROS LIDORO
624580,1742,POSADAS,Godoy Cruz y Libertador
533733,1584,General Urquiza,INGENIERO BUTTY
568534,2878,GARCIA DEL RIO,Guatemala
620138,1890,Tronador,Julián Álvarez
445769,1402,SIMON BOLIVAR,SIMON BOLIVAR
182698,1398,SAN MARTIN,Avelino Diaz
597407,2323,GARCIA DEL RIO,Malabia
259780,1284,Plazoleta Rafael del Riego,Plaza Alemania
499241,2316,Godoy Cruz y Libertador,Plaza Bruno Giordano
481194,509,VILLARROEL,Federico Lacroze
232654,2701,Parque José Evaristo Uriburu,Fitz Roy & Gorriti
150393,961,GÚZMAN,Aranguren
275703,1003,ONCE,Parque Centenario
521246,1176,Armenia y Gorriti,RAVIGNANI Y GUATEMALA
277300,780,CERRITO,VIRREY CEVALLOS
457597,562,PLAZA BOLIVIA,Godoy Cruz y Libertador
130771,488,Plaza Gurruchaga,Guatemala
610321,5782,CALIFORNIA,AIME PAINÉ
365874,1740,Cabello,MALBA
279731,288,Godoy Cruz y Libertador,Godoy Cruz y Libertador
266078,304,BARRANCAS DE BELGRANO,Plaza Rafael Hernandez
551907,1508,Aranguren,AUSTRIA Y FRENCH
283484,987,Plaza Almagro,José Marmol
451290,1198,FACULTAD DE DERECHO,JUANA MANSO I
171923,2346,Plaza Bruno Giordano,Plaza Bruno Giordano
208005,397,PLAZA BOLIVIA,Matienzo Y Arce
454241,1045,Federico Lacroze,ECHEVERRIA
499997,1517,PLAZA BOLIVIA,Plaza Alemania
186314,1050,Solar de la Abadía,Balbín
160456,1821,Avelino Diaz,Parque Centenario
208438,1159,SAN MIGUEL DE GARICOITS,RAVIGNANI Y GUATEMALA
345288,1749,Plaza Almagro,ESTADOS UNIDOS Y BOEDO
185920,753,MONROE,PLAZA ALBERTI
181673,11060,Plaza Saenz Peña,PLAZA DEL ANGEL GRIS
287031,1498,POSADAS,Matienzo Y Arce
130424,3258,Federico Lacroze,Federico Lacroze
560574,1286,MARCELO T. DE ALVEAR,Estados Unidos
637970,3000,Hospital Britanico,MALBA
506862,1697,CASA SAN,Suipacha
239253,751,ADUANA,ADUANA
282548,558,CARLOS CALVO,Ayacucho
624689,442,VERA PEÑALOZA,AZOPARDO Y CHILE
171099,202,AIME PAINÉ,MACACHA GUEMES
616840,430,BARRANCAS DE BELGRANO,ECHEVERRIA
310289,701,PLAZA ALBERTI,GARCIA DEL RIO
140972,1129,Plaza Libertad,Pasteur
416810,1410,Fitz Roy & Gorriti,Plaza Saenz Peña
596490,1348,Plaza Francisco Ramirez,MONTAÑESES
639026,1408,Parque Las Heras,Billinghurst
190805,738,Plaza Bruno Giordano,HOSPITAL ITALIANO
587399,1069,Constitución,AIME PAINÉ
533582,2355,AUSTRIA Y FRENCH,QUINTEROS LIDORO
177975,1610,Parque Centenario,SAN MIGUEL DE GARICOITS
427033,1156,Cabello,Godoy Cruz y Libertador
255142,1180,Hospital Francés,UADE
400798,662,LARREA Y BARTOLOMÉ MITRE,LARREA Y BARTOLOMÉ MITRE
456203,2879,GÚZMAN,GÚZMAN
161479,2807,Paraná,Paraná
164962,1507,José Marmol,Acuña de Figueroa
554609,1239,Plaza Italia,FACULTAD DE DERECHO
131316,1657,Legislatura,Aranguren
239253,734,Plaza Vicente Lopez,Plaza Libertad
604502,948,Ministerio de Economia,VERA PEÑALOZA
343158,2880,Plaza Primero de Mayo,PLAZA MONSEÑOR MIGUEL DE ANDREA
350319,1488,GARCIA DEL RIO,Plaza Zapiola
662465,1384,MONTAÑESES,Villa Urquiza
140633,600,PLAZA BENITO NAZAR,SAN MARTIN
517144,2146,BARRANCAS DE BELGRANO,FACULTAD DE DERECHO
469847,343,JUAN MANUEL DE BLANES,Colonia Express
584534,431,AIME PAINÉ,Ministerio de Economia
242999,1467,Ecuador,Parque José Evaristo Uriburu
195244,2052,SAN MIGUEL DE GARICOITS,SAN MIGUEL DE GARICOITS
424073,885,POSADAS,Reconquista
380657,1328,Cementerio de Recoleta,Plaza República de Ecuador
417919,528,Pacifico,UGARTECHE
241718,732,Montevideo,MARCELO T. DE ALVEAR
517037,536,AIME PAINÉ,Legislatura
619998,444,ESTADOS UNIDOS Y BOEDO,HOSPITAL ITALIANO
584330,1356,Plaza Vicente Lopez,Ministerio de Economia
477547,740,ESPINOSA,Galicia
489986,532,Usina del Arte,CASA SAN
371994,1725,Parque Patricios,Pasteur
380160,1865,Godoy Cruz y Libertador,MARCELO T. DE ALVEAR
411055,867,Congreso,RETIRO II
665514,1530,Parque Lezama,Pasteur
220060,2134,Las Victorias,Pacifico
273695,3511,Acevedo,Fleni
267574,318,Cabello,FACULTAD DE DERECHO
579496,1384,Barrio 31,Barrio 31
141216,623,Plaza República de Ecuador,Pacifico
480497,1194,PLAZA MONSEÑOR MIGUEL DE ANDREA,Cabello
183200,311,CALIFORNIA,CALIFORNIA
367085,1796,Parque Patricios,Parque José Evaristo Uriburu
242610,1691,Donato Alvarez,ARAOZ
238449,164,Ministerio de Economia,ADUANA
445557,3824,JUAN MANUEL DE BLANES,HOSPITAL ARGERICH
240682,430,CULPINA,SIMON BOLIVAR
387397,1016,Avelino Diaz,Avelino Diaz
171053,749,Acevedo,INSTITUTO  LELOIR
665536,492,CERRITO,Pasteur
291547,1779,Tronador,GARCIA DEL RIO
173694,797,GARCIA DEL RIO,GARCIA DEL RIO
204822,791,Quintino Bocayuva,Plaza Bruno Giordano
586012,872,CORRIENTES,ADUANA
131987,1425,Acuña de Figueroa,Guatemala
256389,1352,PRIMERA JUNTA,Humahuaca
152482,443,Velasco,Humahuaca
499997,336,ARENALES Y AGUERO,Parque Las Heras
534231,1749,Parque Centenario,ESTADOS UNIDOS Y BOEDO
167155,2926,Plaza Alemania,UADE
607353,825,Julián Álvarez,Malabia
334586,1523,PERÓN Y ACUÑA DE FIGUEROA,Constitución
384051,2170,Cementerio de Recoleta,Pacifico
443229,506,Jose Maria Moreno,ESTADOS UNIDOS Y BOEDO
224436,589,Plaza Irlanda,Plaza Saenz Peña
141126,1555,Pacifico,UGARTECHE
137951,1476,Tronador,Tronador
408703,4467,Parque Centenario,RIGLOS
385362,1646,PLAZA BOLIVIA,Plazoleta Rafael del Riego
212672,1612,ALSINA,Armenia y Gorriti
417306,705,MONTAÑESES,Solar de la Abadía
315419,297,Armenia,F.J.Santamaria de Oro
340728,1779,PLAZA BOLIVIA,Velasco
350927,894,GARCIA DEL RIO,MONROE
487407,1641,AZUCENA VILLAFLOR,AZUCENA VILLAFLOR
270493,4791,Pasteur,BARRANCAS DE BELGRANO
595259,572,Peña,UGARTECHE
465083,1574,SAN MIGUEL DE GARICOITS,Plaza Palermo Viejo
288798,1302,F.J.Santamaria de Oro,Coronel Diaz
608598,1009,Godoy Cruz y Libertador,Plaza Guemes
624903,1743,Malabia,Plaza J.J. Paso
309122,1187,Plaza Italia,Plaza J.J. Paso
671502,1008,MALBA,Ministro Carranza
542782,502,MANZANA 66,Pasteur
168479,508,Ministerio de Economia,JULIETA LANTERI
394792,589,Godoy Cruz y Libertador,General Urquiza
667988,2089,Reconquista,LARREA Y BARTOLOMÉ MITRE
145889,1600,RETIRO II,Plazoleta Colombia
185831,923,RIGLOS,Quintino Bocayuva
444482,732,JUANA MANSO I,RETIRO II
671467,587,Plaza Alemania,General Urquiza
403950,481,José Marmol,ESTADOS UNIDOS Y BOEDO
458011,2772,Parque José Evaristo Uriburu,BRASIL
559683,619,Plaza Guemes,Ecoparque
510765,1003,Plaza Italia,General Urquiza
443229,850,SIMON BOLIVAR,Jose Maria Moreno
354919,965,Plaza Italia,Acevedo
149911,1646,Godoy Cruz y Libertador,Lavalle
647520,6867,HOSPITAL GARRAHAN,HOSPITAL GARRAHAN
384757,1126,Plaza J.J. Paso,VILLARROEL
228547,1009,YATAY,PLAZOLETA CELEDONIO FLORES
382084,419,Pasco,LARREA Y BARTOLOMÉ MITRE
546594,1709,Parque Las Heras,General Urquiza
169874,1727,Plaza Irlanda,Plaza Irlanda
139429,2093,F.J.Santamaria de Oro,INSTITUTO  LELOIR
378632,436,Ministerio de Justicia y Seguridad,JUAN MANUEL DE BLANES
238529,453,Ecoparque,F.J.Santamaria de Oro
486550,724,Velasco,Parque Centenario
562902,872,PLAZA BOLIVIA,MONTAÑESES
267754,1266,Ministro Carranza,Club Ciudad de Buenos Aires
556503,1610,Tronador,Acuña de Figueroa
198274,1876,PRIMERA JUNTA,Congreso
170295,448,ESTADOS UNIDOS Y BOEDO,DON BOSCO
332387,1526,DON BOSCO,Ruy Díaz de Guzmán
280115,1731,QUINTEROS LIDORO,Villa Urquiza
533702,1902,FACULTAD DE DERECHO,FACULTAD DE DERECHO
312459,66,Cabello,Cabello
232457,1191,MONTAÑESES,Plaza Marcos Sastre
453125,1568,Coronel Diaz,Congreso
410610,802,Plazoleta Rafael del Riego,MONTAÑESES
608775,2028,GAINZA,Acevedo
399046,858,INSTITUTO  LELOIR,Fitz Roy & Gorriti
204506,474,Ministerio de Economia,LIMA
151889,840,MEXICO,ALSINA
220514,1232,Avelino Diaz,PRIMERA JUNTA
296773,1098,CORRIENTES,MINISTERIO DE EDUCACION
181344,937,San Jose de Flores,Plaza Irlanda
360226,1938,MONROE,TRONADOR Y GARCÍA DEL RÍO
190951,1447,Malabia,CERRITO
431802,378,Malabia,GÚZMAN
214468,1143,SAN MIGUEL DE GARICOITS,Solar de la Abadía
596826,585,Distrito Audiovisual,Acevedo
583253,2497,JUANA MANSO I,Madero Office
570354,629,Armenia y Gorriti,BILLINGHURST Y MANSILLA
422278,19104,DOBLAS,Independencia
468092,1133,La Pampa,Plaza Francisco Ramirez
625733,215,Plaza Rafael Hernandez,ECHEVERRIA
140095,1969,Ecuador,Reconquista
262410,1669,Ecoparque,General Urquiza
392269,1822,Plaza Italia,BARRANCAS DE BELGRANO
290134,479,Pasco,Ayacucho
277718,2206,Venancio Flores,Guayaquil
165687,1838,Pacifico,Guatemala
582669,606,Billinghurst,Peña
285396,809,Federico Lacroze,Plaza Saenz Peña
558116,916,TUCUMAN,PUEYRREDÓN
140937,1184,Pacifico,AGUERO
136472,1590,Tronador,YATAY
639026,1413,BILLINGHURST Y MANSILLA,Billinghurst
601089,638,BARRANCAS DE BELGRANO,ECHEVERRIA
426662,1555,ARAOZ,Godoy Cruz y Libertador
182880,320,CORRIENTES,ADUANA
207714,577,Fitz Roy,Velasco
429170,699,AZUCENA VILLAFLOR,VERA PEÑALOZA
518675,1167,Pacifico,La Pampa
171378,817,ONCE II,HOSPITAL RAMOS MEJIA
669012,766,SIMON BOLIVAR,PLAZA DEL ANGEL GRIS
151204,3525,AIME PAINÉ,AIME PAINÉ
225875,951,GARCIA DEL RIO,Plaza Zapiola
663461,655,Julián Álvarez,HOSPITAL ALEMÁN
367359,1065,Acevedo,Plaza Almagro
171978,773,ONCE,Parque Centenario
191787,1107,General Urquiza,ARAOZ
215247,577,TRONADOR Y GARCÍA DEL RÍO,MONROE
403800,1662,YATAY,ALSINA
435520,1726,PLAZA BOLIVIA,Retiro I
368842,412,FACULTAD DE DERECHO,MALBA
448846,869,Hospital Francés,Hospital Britanico
671827,505,CALIFORNIA,Ruy Díaz de Guzmán
205261,716,Pasco,DON BOSCO
425707,2015,Puan,Plaza República de Ecuador
411668,554,MALBA,AUSTRIA Y FRENCH
484366,699,Solar de la Abadía,La Pampa
186527,944,Plaza Alemania,PLAZA BOLIVIA
576498,1788,Armenia,Julián Álvarez
214420,779,PLAZA BOLIVIA,Pacifico
362958,3911,AIME PAINÉ,AIME PAINÉ
662531,1329,Carlos Gardel,Plaza Bruno Giordano
250292,965,HOSPITAL RAMOS MEJIA,PRIMERA JUNTA
288079,1139,Salcedo,Jose Maria Moreno
573033,4830,ESTADOS UNIDOS Y BOEDO,ESTADOS UNIDOS Y BOEDO
444458,426,Barrio 31,RETIRO II
230685,1478,Lavalle,Plazoleta Colombia
182698,1041,SAN MARTIN,ARAOZ
583072,1599,HOSPITAL ARGERICH,Hospital Francés
354270,2028,Ecuador,Hospital Rivadavia
361722,570,PRIMERA JUNTA,PLAZA DEL ANGEL GRIS
508415,367,LARREA Y BARTOLOMÉ MITRE,MANZANA 66
603494,1747,PLAZA BOLIVIA,Ecuador
616183,4134,General Urquiza,Godoy Cruz y Libertador
541238,1356,CASA SAN,Salcedo
594534,79,Carlos Gardel,Carlos Gardel
668738,776,Congreso,PARQUE DEL BAJO
368468,1701,VILLARROEL,Plaza Saenz Peña
625988,3470,Plaza Italia,Armenia y Gorriti
370835,3429,BARRANCAS DE BELGRANO,PRIMERA JUNTA
467059,1220,Rivadavia y 9 de Julio,MACACHA GUEMES
259245,2201,F.J.Santamaria de Oro,GARCIA DEL RIO
287931,1522,Billinghurst,CARLOS CALVO
168605,920,Las Victorias,Plaza Saenz Peña
170190,1259,Plaza Palermo Viejo,SAN MIGUEL DE GARICOITS
171302,1123,MINISTERIO DE EDUCACION,CORRIENTES
140874,1445,Plaza Bruno Giordano,Plaza Bruno Giordano
130056,841,HOSPITAL GARRAHAN,SAAVEDRA
591287,426,Constitución,BRASIL
432358,1369,HOSPITAL ITALIANO,CULPINA
292397,942,Paraná,Parque Las Heras
245575,1363,BILLINGHURST Y MANSILLA,Distrito Audiovisual
474077,4270,Ecoparque,9 de Julio
229791,4382,Carlos Gardel,PLAZA MONSEÑOR MIGUEL DE ANDREA
172174,718,Velasco,PLAZOLETA CELEDONIO FLORES
171378,469,ONCE II,HOSPITAL RAMOS MEJIA
607765,1081,PLAZA NORUEGA,Fitz Roy & Gorriti
404853,1480,Facultad de Medicina,RETIRO II
